Code Snippet,Syntax Error,Optimization Suggestion,Time Complexity,Cyclomatic Complexity
"const jump = (nums) => { let jumps = 0, currentEnd = 0, farthest = 0; for (let i = 0; i < nums.length - 1; i++) { farthest = Math.max(farthest, i + nums[i]); if (i === currentEnd) { jumps++; currentEnd = farthest; } } return jumps; };",No,No,O(n),4
"const lengthOfLIS = (nums) => { const dp = []; for (let num of nums) { let left = 0, right = dp.length; while (left < right) { const mid = Math.floor((left + right) / 2); if (dp[mid] < num) left = mid + 1; else right = mid; } dp[left] = num; } return dp.length; };",No,No,O(n log n),4
"const maxProfit = (prices) => { let minPrice = Infinity, maxProfit = 0; for (let price of prices) { if (price < minPrice) minPrice = price; else maxProfit = Math.max(maxProfit, price - minPrice); } return maxProfit; };",No,No,O(n),4
"const rotate = (nums, k) => { k %= nums.length; reverse(nums, 0, nums.length - 1); reverse(nums, 0, k - 1); reverse(nums, k, nums.length - 1); }; const reverse = (arr, start, end) => { while (start < end) { [arr[start], arr[end]] = [arr[end], arr[start]]; start++; end--; } };",No,No,O(n),4
"const threeSum = (nums) => { nums.sort((a, b) => a - b); const result = []; for (let i = 0; i < nums.length - 2; i++) { if (i > 0 && nums[i] === nums[i - 1]) continue; let left = i + 1, right = nums.length - 1; while (left < right) { const sum = nums[i] + nums[left] + nums[right]; if (sum === 0) { result.push([nums[i], nums[left], nums[right]]); while (left < right && nums[left] === nums[left + 1]) left++; while (left < right && nums[right] === nums[right - 1]) right--; left++; right--; } else if (sum < 0) left++; else right--; } } return result; };",No,No,O(n^2),4
"const fourSum = (nums, target) => { nums.sort((a, b) => a - b); const result = []; for (let i = 0; i < nums.length - 3; i++) { if (i > 0 && nums[i] === nums[i - 1]) continue; for (let j = i + 1; j < nums.length - 2; j++) { if (j > i + 1 && nums[j] === nums[j - 1]) continue; let left = j + 1, right = nums.length - 1; while (left < right) { const sum = nums[i] + nums[j] + nums[left] + nums[right]; if (sum === target) { result.push([nums[i], nums[j], nums[left], nums[right]]); while (left < right && nums[left] === nums[left + 1]) left++; while (left < right && nums[right] === nums[right - 1]) right--; left++; right--; } else if (sum < target) left++; else right--; } } } return result; };",No,No,O(n^3),4
"const validParentheses = (s) => { const stack = []; const map = { '(': ')', '{': '}', '[': ']' }; for (let char of s) { if (map[char]) stack.push(map[char]); else if (stack.pop() !== char) return false; } return stack.length === 0; };",No,No,O(n),4
"const groupAnagrams = (strs) => { const map = {}; for (let str of strs) { const sortedStr = str.split('').sort().join(''); if (!map[sortedStr]) map[sortedStr] = []; map[sortedStr].push(str); } return Object.values(map); };",No,No,O(nk log k),4
"const merge = (intervals) => { intervals.sort((a, b) => a[0] - b[0]); const merged = []; for (let interval of intervals) { if (!merged.length || merged[merged.length - 1][1] < interval[0]) merged.push(interval); else merged[merged.length - 1][1] = Math.max(merged[merged.length - 1][1], interval[1]); } return merged; };",No,No,O(n log n),4
"const canConstruct = (ransomNote, magazine) => { const map = new Array(26).fill(0); for (let char of magazine) map[char.charCodeAt(0) - 97]++; for (let char of ransomNote) { if (--map[char.charCodeAt(0) - 97] < 0) return false; } return true; };",No,No,O(n + m),4
"const lengthOfLongestSubstring = (s) => { const map = new Map(); let left = 0, maxLength = 0; for (let right = 0; right < s.length; right++) { if (map.has(s[right])) left = Math.max(left, map.get(s[right]) + 1); map.set(s[right], right); maxLength = Math.max(maxLength, right - left + 1); } return maxLength; };",No,No,O(n),4
"const longestCommonPrefix = (strs) => { if (!strs.length) return ''; let prefix = strs[0]; for (let i = 1; i < strs.length; i++) { while (strs[i].indexOf(prefix) !== 0) prefix = prefix.slice(0, -1); } return prefix; };",No,No,O(n * m),4
"const climbStairs = (n) => { const dp = [1, 1]; for (let i = 2; i <= n; i++) dp[i] = dp[i - 1] + dp[i - 2]; return dp[n]; };",No,No,O(n),4
"const combinationSum = (candidates, target) => { const result = []; const backtrack = (start, target, path) => { if (target < 0) return; if (target === 0) result.push([...path]); for (let i = start; i < candidates.length; i++) { path.push(candidates[i]); backtrack(i, target - candidates[i], path); path.pop(); } }; backtrack(0, target, []); return result; };",No,No,O(n^target),4
"const findDuplicates = (nums) => { const result = []; for (let i = 0; i < nums.length; i++) { const index = Math.abs(nums[i]) - 1; if (nums[index] < 0) result.push(index + 1); nums[index] = -nums[index]; } return result; };",No,No,O(n),4
"const findKthLargest = (nums, k) => { const quickSelect = (left, right) => { const pivot = nums[right]; let pIndex = left; for (let i = left; i < right; i++) { if (nums[i] > pivot) { [nums[i], nums[pIndex]] = [nums[pIndex], nums[i]]; pIndex++; } } [nums[pIndex], nums[right]] = [nums[right], nums[pIndex]]; return pIndex; }; let left = 0, right = nums.length - 1; while (true) { const pIndex = quickSelect(left, right); if (pIndex === k - 1) return nums[pIndex]; else if (pIndex < k - 1) left = pIndex + 1; else right = pIndex - 1; } };",No,No,O(n),4
"const letterCombinations = (digits) => { if (!digits) return []; const map = { 2: 'abc', 3: 'def', 4: 'ghi', 5: 'jkl', 6: 'mno', 7: 'pqrs', 8: 'tuv', 9: 'wxyz' }; const result = []; const backtrack = (index, path) => { if (index === digits.length) result.push(path.join('')); else { for (let char of map[digits[index]]) { path.push(char); backtrack(index + 1, path); path.pop(); } } }; backtrack(0, []); return result; };",No,No,O(3^n),4
"const permute = (nums) => { const result = []; const backtrack = (path) => { if (path.length === nums.length) result.push([...path]); for (let num of nums) { if (path.includes(num)) continue; path.push(num); backtrack(path); path.pop(); } }; backtrack([]); return result; };",No,No,O(n!),4
"const generateParenthesis = (n) => { const result = []; const backtrack = (left, right, path) => { if (left === 0 && right === 0) result.push(path.join('')); if (left > 0) { path.push('('); backtrack(left - 1, right, path); path.pop(); } if (right > left) { path.push(')'); backtrack(left, right - 1, path); path.pop(); } }; backtrack(n, n, []); return result; };",No,No,O(4^n/sqrt(n)),4
"const isValidSudoku = (board) => { const rows = Array(9).fill(0).map(() => new Set()), cols = Array(9).fill(0).map(() => new Set()), boxes = Array(9).fill(0).map(() => new Set()); for (let r = 0; r < 9; r++) { for (let c = 0; c < 9; c++) { if (board[r][c] !== '.') { const num = board[r][c]; const boxIndex = Math.floor(r / 3) * 3 + Math.floor(c / 3); if (rows[r].has(num) || cols[c].has(num) || boxes[boxIndex].has(num)) return false; rows[r].add(num); cols[c].add(num); boxes[boxIndex].add(num); } } } return true; };",No,No,O(1),4
"const wordSearch = (board, word) => { const dfs = (r, c, index) => { if (index === word.length) return true; if (r < 0 || c < 0 || r >= board.length || c >= board[0].length || board[r][c] !== word[index]) return false; const temp = board[r][c]; board[r][c] = '#'; const found = dfs(r + 1, c, index + 1) || dfs(r - 1, c, index + 1) || dfs(r, c + 1, index + 1) || dfs(r, c - 1, index + 1); board[r][c] = temp; return found; }; for (let r = 0; r < board.length; r++) { for (let c = 0; c < board[0].length; c++) { if (dfs(r, c, 0)) return true; } } return false; };",No,No,O(m*n*4^l),4
"const maxAreaOfIsland = (grid) => { const dfs = (r, c) => { if (r < 0 || c < 0 || r >= grid.length || c >= grid[0].length || grid[r][c] === 0) return 0; grid[r][c] = 0; return 1 + dfs(r + 1, c) + dfs(r - 1, c) + dfs(r, c + 1) + dfs(r, c - 1); }; let maxArea = 0; for (let r = 0; r < grid.length; r++) { for (let c = 0; c < grid[0].length; c++) { maxArea = Math.max(maxArea, dfs(r, c)); } } return maxArea; };",No,No,O(m*n),4
"const wordBreak = (s, wordDict) => { const dp = Array(s.length + 1).fill(false); dp[0] = true; for (let i = 1; i <= s.length; i++) { for (let word of wordDict) { if (dp[i - word.length] && s.slice(i - word.length, i) === word) { dp[i] = true; break; } } } return dp[s.length]; };",No,No,O(n^2*m),4
"const setZeroes = (matrix) => { const rows = new Set(), cols = new Set(); for (let r = 0; r < matrix.length; r++) { for (let c = 0; c < matrix[0].length; c++) { if (matrix[r][c] === 0) { rows.add(r); cols.add(c); } } } for (let r of rows) for (let c of cols) matrix[r].fill(0, 0, matrix[0].length); };",No,No,O(m*n),4
"const findMin = (nums) => { let left = 0, right = nums.length - 1; while (left < right) { const mid = Math.floor((left + right) / 2); if (nums[mid] > nums[right]) left = mid + 1; else right = mid; } return nums[left]; };",No,No,O(log n),4
"const findPeakElement = (nums) => { let left = 0, right = nums.length - 1; while (left < right) { const mid = Math.floor((left + right) / 2); if (nums[mid] < nums[mid + 1]) left = mid + 1; else right = mid; } return left; };",No,No,O(log n),4
"const maxSubArray = (nums) => { let maxSum = nums[0], currentSum = nums[0]; for (let i = 1; i < nums.length; i++) { currentSum = Math.max(nums[i], currentSum + nums[i]); maxSum = Math.max(maxSum, currentSum); } return maxSum; };",No,No,O(n),4
"const longestPalindrome = (s) => { if (s.length < 1) return ''; let start = 0, end = 0; const expandFromCenter = (left, right) => { while (left >= 0 && right < s.length && s[left] === s[right]) { left--; right++; } return right - left - 1; }; for (let i = 0; i < s.length; i++) { const len1 = expandFromCenter(i, i); const len2 = expandFromCenter(i, i + 1); const maxLen = Math.max(len1, len2); if (maxLen > end - start) { start = i - Math.floor((maxLen - 1) / 2); end = i + Math.floor(maxLen / 2); } } return s.slice(start, end + 1); };",No,No,O(n^2),4
"const trap = (height) => { const n = height.length; if (n === 0) return 0; const leftMax = new Array(n).fill(0), rightMax = new Array(n).fill(0); leftMax[0] = height[0]; for (let i = 1; i < n; i++) leftMax[i] = Math.max(leftMax[i - 1], height[i]); rightMax[n - 1] = height[n - 1]; for (let i = n - 2; i >= 0; i--) rightMax[i] = Math.max(rightMax[i + 1], height[i]); let water = 0; for (let i = 0; i < n; i++) water += Math.min(leftMax[i], rightMax[i]) - height[i]; return water; };",No,No,O(n),4
"const canFinish = (numCourses, prerequisites) => { const graph = Array.from({ length: numCourses }, () => []); const indegree = new Array(numCourses).fill(0); for (let [course, prereq] of prerequisites) { graph[prereq].push(course); indegree[course]++; } const queue = []; for (let i = 0; i < numCourses; i++) if (indegree[i] === 0) queue.push(i); let count = 0; while (queue.length) { const course = queue.shift(); count++; for (let nextCourse of graph[course]) { if (--indegree[nextCourse] === 0) queue.push(nextCourse); } } return count === numCourses; };",No,No,O(V + E),4
"const leastInterval = (tasks, n) => { const count = new Array(26).fill(0); for (let task of tasks) count[task.charCodeAt(0) - 65]++; count.sort((a, b) => b - a); const maxCount = count[0]; let idleSlots = (maxCount - 1) * n; for (let i = 1; i < count.length; i++) idleSlots -= Math.min(maxCount - 1, count[i]); return Math.max(tasks.length, tasks.length + idleSlots); };",No,No,O(n),4
"const rotateImage = (matrix) => { const n = matrix.length; for (let layer = 0; layer < Math.floor(n / 2); layer++) { const first = layer; const last = n - 1 - layer; for (let i = first; i < last; i++) { const offset = i - first; const top = matrix[first][i]; matrix[first][i] = matrix[last - offset][first]; matrix[last - offset][first] = matrix[last][last - offset]; matrix[last][last - offset] = matrix[i][last]; matrix[i][last] = top; } } };",No,No,O(n^2),4
"const maxProfit = (prices) => { let minPrice = Infinity, maxProfit = 0; for (let price of prices) { if (price < minPrice) minPrice = price; else maxProfit = Math.max(maxProfit, price - minPrice); } return maxProfit; };",No,No,O(n),4
"const longestCommonSubsequence = (text1, text2) => { const dp = Array(text1.length + 1).fill(0).map(() => Array(text2.length + 1).fill(0)); for (let i = 1; i <= text1.length; i++) { for (let j = 1; j <= text2.length; j++) { if (text1[i - 1] === text2[j - 1]) dp[i][j] = dp[i - 1][j - 1] + 1; else dp[i][j] = Math.max(dp[i - 1][j], dp[i][j - 1]); } } return dp[text1.length][text2.length]; };",No,No,O(m*n),4
"const searchInsert = (nums, target) => { let left = 0, right = nums.length - 1; while (left <= right) { const mid = Math.floor((left + right) / 2); if (nums[mid] === target) return mid; if (nums[mid] < target) left = mid + 1; else right = mid - 1; } return left; };",No,No,O(log n),4
"const uniquePaths = (m, n) => { const dp = Array(m).fill(0).map(() => Array(n).fill(1)); for (let i = 1; i < m; i++) { for (let j = 1; j < n; j++) { dp[i][j] = dp[i - 1][j] + dp[i][j - 1]; } } return dp[m - 1][n - 1]; };",No,No,O(m*n),4
"const minimumTotal = (triangle) => { for (let row = triangle.length - 2; row >= 0; row--) { for (let col = 0; col <= row; col++) { triangle[row][col] += Math.min(triangle[row + 1][col], triangle[row + 1][col + 1]); } } return triangle[0][0]; };",No,No,O(n^2),4
"const jump = (nums) => { let jumps = 0, currentEnd = 0, farthest = 0; for (let i = 0; i < nums.length - 1; i++) { farthest = Math.max(farthest, i + nums[i]); if (i === currentEnd) { jumps++; currentEnd = farthest; } } return jumps; };",No,No,O(n),4
"const longestSubstring = (s, k) => { const map = {}; let left = 0, maxLength = 0; for (let right = 0; right < s.length; right++) { map[s[right]] = (map[s[right]] || 0) + 1; while (Object.keys(map).length > k) { map[s[left]]--; if (map[s[left]] === 0) delete map[s[left]]; left++; } maxLength = Math.max(maxLength, right - left + 1); } return maxLength; };",No,No,O(n),4
